"gene_name","GO_BP_Count","GO_MF_Count"
"OR51A4",2,2
"OR51A7",2,2
"OR51B2",2,2
"OR51B4",3,2
"OR51B5",3,2
"OR51B6",3,2
"OR51D1",2,2
"OR51E1",2,3
"OR51E2",9,4
"OR51F1",2,2
"OR51F2",2,2
"OR51G1",2,2
"OR51G2",2,2
"OR51I1",3,2
"OR51I2",3,2
"OR51J1",3,2
"OR51L1",2,2
"OR51M1",3,2
"OR51Q1",2,2
"OR51S1",2,2
"OR51T1",2,2
"OR51V1",3,2
"OR52A1",4,3
"OR52A5",3,2
"OR52B2",2,2
"OR52B4",3,2
"OR52B6",2,2
"OR52D1",3,2
"OR52E1",2,2
"OR52E2",2,2
"OR52E4",2,2
"OR52E6",2,2
"OR52E8",2,2
"OR52H1",2,2
"OR52I1",2,2
"OR52I2",2,2
"OR52J3",2,2
"OR52K1",2,2
"OR52K2",2,2
"OR52L1",2,3
"OR52L2P",2,2
"OR52M1",2,2
"OR52N1",2,2
"OR52N2",2,2
"OR52N4",2,2
"OR52N5",2,2
"OR52R1",2,2
"OR52W1",2,2
"OR56A1",2,2
"OR56A3",2,2
"OR56A4",2,2
"OR56B1",2,2
"OR56B2P",2,2
"OR56B4",2,2
"OR5A1",2,3
"OR5A2",2,3
"OR5AC1",2,3
"OR5AC2",3,3
"OR5AK2",3,3
"OR5AK3P",3,3
"OR5AL1",3,3
"OR5AN1",4,3
"OR5AP2",3,3
"OR5AR1",2,4
"OR5AS1",2,4
"OR5AU1",2,3
"OR5B12",3,3
"OR5B17",3,3
"OR5B2",3,3
"OR5B21",3,3
"OR5B3",3,3
"OR5C1",2,3
"OR5D13",3,3
"OR5D14",3,3
"OR5D16",3,3
"OR5D18",3,3
"OR5F1",3,3
"OR5G3",2,3
"OR5H1",2,4
"OR5H14",2,3
"OR5H15",2,3
"OR5H2",2,3
"OR5H6",2,3
"OR5I1",4,3
"OR5J2",2,3
"OR5K1",2,3
"OR5K2",2,4
"OR5K3",2,3
"OR5K4",2,3
"OR5L1",3,3
"OR5L2",3,3
"OR5M1",3,3
"OR5M10",3,3
"OR5M11",3,3
"OR5M3",3,3
"OR5M8",3,3
"OR5M9",3,3
"OR5P2",2,3
"OR5P3",2,3
"OR5T1",3,3
"OR5T2",3,3
"OR5T3",3,3
"OR5V1",2,2
"OR5W2",2,3
"OR6A2",4,2
"OR6B1",2,3
"OR6B2",2,3
"OR6B3",2,3
"OR6C1",2,3
"OR6C2",3,2
"OR6C3",3,2
"OR6C4",2,2
"OR6C6",2,2
"OR6C65",2,2
"OR6C68",2,2
"OR6C70",2,2
"OR6C74",2,2
"OR6C75",2,2
"OR6C76",2,2
"OR6F1",2,2
"OR6J1",2,2
"OR6K2",2,3
"OR6K3",2,3
"OR6K6",2,3
"OR6M1",2,2
"OR6N1",2,2
"OR6N2",2,3
"OR6P1",2,2
"OR6Q1",2,2
"OR6S1",2,2
"OR6T1",2,2
"OR6V1",2,2
"OR6X1",2,2
"OR6Y1",2,2
"OR7A10",3,2
"OR7A17",3,3
"OR7A5",4,2
"OR7C1",4,3
"OR7C2",3,3
"OR7D2",4,3
"OR7D4",3,3
"OR7E24",3,2
"OR7G1",3,2
"OR7G2",3,2
"OR7G3",3,2
"OR8A1",3,3
"OR8B12",3,3
"OR8B2",3,3
"OR8B3",3,3
"OR8B4",3,3
"OR8B8",3,3
"OR8D1",3,3
"OR8D2",3,3
"OR8D4",3,3
"OR8G1",3,3
"OR8G2P",3,3
"OR8G3P",3,3
"OR8G5",3,3
"OR8H1",3,3
"OR8H2",3,3
"OR8H3",3,3
"OR8I2",3,3
"OR8J1",3,3
"OR8J2",3,3
"OR8J3",3,3
"OR8K1",3,3
"OR8K3",3,3
"OR8K5",3,3
"OR8S1",3,2
"OR8U1",3,3
"OR9A1P",2,2
"OR9A2",2,2
"OR9A4",2,2
"OR9G1",2,2
"OR9G4",3,3
"OR9I1",3,3
"OR9K2",2,3
"OR9Q1",3,3
"OR9Q2",3,3
"ORAI1",13,5
"ORAI2",2,2
"ORAI3",2,2
"ORC1",2,7
"ORC2",2,2
"ORC3",5,2
"ORC4",3,5
"ORC5",3,5
"ORC6",1,2
"ORM1",8,1
"ORM2",5,1
"ORMDL1",7,1
"ORMDL2",4,1
"ORMDL3",11,1
"OS9",9,3
"OSBP",8,6
"OSBP2",2,2
"OSBPL10",2,4
"OSBPL11",3,2
"OSBPL1A",4,4
"OSBPL2",9,6
"OSBPL3",2,3
"OSBPL5",6,7
"OSBPL6",3,3
"OSBPL7",5,3
"OSBPL8",10,6
"OSBPL9",2,3
"OSCAR",3,1
"OSCP1",1,1
"OSER1",1,1
"OSGEP",2,3
"OSGEPL1",1,2
"OSGIN1",3,2
"OSGIN2",3,2
"OSM",16,4
"OSMR",5,6
"OSR1",51,4
"OSR2",31,7
"OST4",2,1
"OSTC",2,2
"OSTF1",2,2
"OSTM1",2,1
"OSTN",7,2
"OTC",12,5
"OTOA",4,0
"OTOF",4,2
"OTOG",1,1
"OTOGL",4,2
"OTOL1",3,2
"OTOP1",6,2
"OTOP2",1,2
"OTOP3",1,3
"OTOR",2,1
"OTOS",1,1
"OTP",9,5
"OTUB1",8,6
"OTUB2",5,3
"OTUD1",2,1
"OTUD3",9,2
"OTUD4",9,5
"OTUD5",11,4
"OTUD6A",5,2
"OTUD6B",6,2
"OTUD7A",3,4
"OTUD7B",12,7
"OTX1",7,5
"OTX2",13,6
"OVCA2",1,1
"OVCH1",1,2
"OVCH2",2,2
"OVGP1",5,2
"OVOL1",14,6
"OVOL2",26,9
"OVOL3",2,3
"OXA1L",9,4
"OXCT1",3,1
"OXCT2",2,2
"OXER1",2,5
"OXGR1",1,2
"OXNAD1",1,3
"OXR1",7,3
"OXSM",4,1
"OXSR1",18,8
"OXT",41,5
"OXTR",37,4
"P2RX1",19,9
"P2RX2",18,5
"P2RX3",21,3
"P2RX4",35,10
"P2RX5",11,7
"P2RX6",6,6
"P2RX7",74,7
"P2RY1",32,10
"P2RY10",1,1
"P2RY11",8,3
"P2RY12",27,4
"P2RY13",5,2
"P2RY14",2,2
"P2RY2",7,5
"P2RY4",9,4
"P2RY6",13,5
"P2RY8",2,2
"P4HA1",1,5
"P4HA3",1,4
"P4HB",14,10
"P4HTM",1,6
"PA2G4",5,5
"PAAF1",1,2
"PABPC1",11,7
"PABPC3",1,4
"PABPC4",6,5
"PABPN1",7,4
"PABPN1L",1,1
"PACRG",4,10
"PACS1",3,2
"PACS2",6,2
"PACSIN1",10,4
"PACSIN2",10,6
"PACSIN3",7,6
"PADI2",7,6
"PADI4",7,9
"PADI6",4,3
"PAEP",4,2
"PAF1",11,3
"PAFAH1B1",52,11
"PAFAH1B2",4,6
"PAFAH1B3",4,7
"PAFAH2",3,3
"PAG1",5,3
"PAGE4",6,4
"PAGR1",5,2
"PAH",5,2
"PAICS",5,6
"PAIP1",8,3
"PAIP2",6,4
"PAIP2B",2,3
"PAK1",32,10
"PAK1IP1",6,2
"PAK2",28,11
"PAK3",18,9
"PAK4",15,7
"PAK6",13,6
"PALB2",10,2
"PALLD",8,4
"PALM",9,2
"PALM3",4,2
"PALMD",1,1
"PAM",3,7
"PAM16",4,1
"PAN2",3,5
"PAN3",4,6
"PANK1",2,4
"PANK2",11,3
"PANK3",2,5
"PANK4",2,3
"PANX1",12,13
"PANX2",5,2
"PANX3",5,4
"PAOX",6,3
"PAPLN",2,1
"PAPOLA",3,6
"PAPOLB",2,4
"PAPOLG",2,4
"PAPPA",6,4
"PAPPA-AS1",1,1
"PAPPA2",5,3
"PAPSS1",4,6
"PAPSS2",6,5
"PAQR3",5,2
"PAQR4",2,2
"PAQR5",1,3
"PAQR7",3,3
"PAQR8",3,3
"PARD3",17,5
"PARD3B",7,2
"PARD6A",9,3
"PARD6B",9,1
"PARD6G",5,1
"PARG",5,2
"PARK7",80,33
"PARL",12,3
"PARN",13,10
"PARP1",56,30
"PARP10",11,8
"PARP11",6,6
"PARP12",1,6
"PARP14",8,7
"PARP15",3,6
"PARP16",7,9
"PARP2",13,13
"PARP3",10,9
"PARP4",5,6
"PARP6",3,6
"PARP8",2,6
"PARP9",18,12
"PARPBP",2,2
"PARS2",1,3
"PARVA",12,4
"PARVB",5,2
"PARVG",5,2
"PASD1",4,2
"PASK",9,6
"PATE1",1,2
"PATE4",1,1
"PATL1",2,4
"PATL2",4,2
"PATZ1",10,7
"PAWR",14,5
"PAX1",4,3
"PAX2",60,9
"PAX3",8,7
"PAX4",9,4
"PAX5",13,4
"PAX6",76,20
"PAX7",5,5
"PAX8",39,9
"PAX9",8,5
"PAXBP1",6,2
"PAXIP1",15,1
"PBDC1",1,2
"PBK",8,6
"PBLD",3,4
"PBRM1",13,3
"PBX1",27,12
"PBX2",9,7
"PBX3",13,3
"PBX4",7,4
"PBXIP1",12,5
"PC",9,6
"PCBD1",3,5
"PCBD2",3,4
"PCBP1",2,7
"PCBP2",10,8
"PCBP3",3,4
"PCBP4",3,5
"PCCA",3,6
"PCCB",3,3
"PCDH1",4,1
"PCDH10",3,1
"PCDH11X",2,1
"PCDH11Y",4,1
"PCDH12",6,1
"PCDH15",7,1
"PCDH17",7,2
"PCDH18",3,2
"PCDH19",2,1
"PCDH20",2,2
"PCDH7",2,1
"PCDH8",8,1
"PCDH9",3,1
"PCDHA1",3,1
"PCDHA10",6,1
"PCDHA11",3,1
"PCDHA12",3,1
"PCDHA13",3,1
"PCDHA2",3,2
"PCDHA3",3,1
"PCDHA4",3,3
"PCDHA5",3,1
"PCDHA6",3,1
"PCDHA7",4,2
"PCDHA8",3,1
"PCDHA9",3,1
"PCDHAC1",3,1
"PCDHAC2",4,1
"PCDHB1",3,1
"PCDHB10",5,1
"PCDHB11",6,1
"PCDHB12",3,2
"PCDHB13",5,1
"PCDHB14",5,2
"PCDHB15",3,1
"PCDHB16",5,1
"PCDHB2",6,1
"PCDHB3",6,2
"PCDHB4",6,1
"PCDHB5",5,2
"PCDHB6",7,2
"PCDHB7",3,1
"PCDHB8",3,2
"PCDHB9",5,1
"PCDHGA1",3,1
"PCDHGA10",3,1
"PCDHGA11",3,1
"PCDHGA12",3,1
"PCDHGA2",3,1
"PCDHGA3",5,2
"PCDHGA4",3,2
"PCDHGA5",3,1
"PCDHGA6",3,1
"PCDHGA7",3,1
"PCDHGA8",3,1
"PCDHGA9",3,3
"PCDHGB1",3,2
"PCDHGB2",3,1
"PCDHGB3",3,1
"PCDHGB4",4,1
"PCDHGB6",3,1
"PCDHGB7",3,1
"PCDHGC3",6,1
"PCDHGC4",5,1
"PCDHGC5",5,1
"PCF11",2,3
"PCGEM1",1,0
"PCGF1",3,3
"PCGF2",8,4
"PCGF3",2,3
"PCGF5",3,3
"PCGF6",4,2
"PCID2",14,3
"PCIF1",4,4
"PCK1",35,7
"PCK2",13,5
"PCLO",9,4
"PCM1",16,3
"PCMT1",2,3
"PCMTD1",1,3
"PCMTD2",1,2
"PCNA",22,14
"PCNP",2,1
"PCNT",6,3
"PCOLCE",2,5
"PCOLCE2",1,4
"PCP4",2,3
"PCSK1",21,2
"PCSK1N",5,3
"PCSK2",7,2
"PCSK4",7,2
"PCSK5",17,5
"PCSK6",9,5
"PCSK7",2,3
"PCSK9",27,11
"PCTP",3,3
"PCYOX1",2,4
"PCYOX1L",2,1
"PCYT1A",4,7
"PCYT1B",4,4
"PCYT2",2,2
"PDAP1",1,2
"PDC",4,1
"PDCD1",12,2
"PDCD10",23,3
"PDCD11",1,3
"PDCD1LG2",10,2
"PDCD2",5,4
"PDCD2L",1,1
"PDCD4",17,2
"PDCD5",6,5
"PDCD6",18,11
"PDCD6IP",20,4
"PDCD7",3,0
"PDCL",6,1
"PDCL2",3,0
"PDCL3",12,3
"PDE10A",4,8
"PDE11A",4,9
"PDE12",11,5
"PDE1A",4,7
"PDE1B",9,9
"PDE1C",1,6
"PDE2A",28,13
"PDE3A",18,9
"PDE3B",11,8
"PDE4A",8,5
"PDE4B",15,8
"PDE4C",2,4
"PDE4D",20,14
"PDE4DIP",5,3
"PDE5A",11,8
"PDE6A",3,5
"PDE6B",6,5
"PDE6C",4,6
"PDE6D",1,3
"PDE6G",4,6
"PDE6H",4,5
"PDE7A",2,3
"PDE7B",4,3
"PDE8A",5,5
"PDE8B",9,3
"PDE9A",7,8
"PDF",5,2
"PDGFA",32,8
"PDGFB",55,10
"PDGFC",14,4
"PDGFD",15,2
"PDGFRA",43,12
"PDGFRB",35,15
"PDGFRL",3,2
"PDHA1",3,4
"PDHA2",4,4
"PDHB",3,4
"PDHX",1,3
"PDIA2",5,5
"PDIA3",9,8
"PDIA4",4,4
"PDIA5",2,4
"PDIA6",2,3
"PDIK1L",3,5
"PDILT",3,2
"PDK1",7,4
"PDK2",13,5
"PDK3",7,5
"PDK4",15,4
"PDLIM1",12,6
"PDLIM2",4,7
"PDLIM3",3,4
"PDLIM4",4,7
"PDLIM5",7,7
"PDLIM7",6,4
"PDP1",2,4
"PDP2",3,2
"PDPK1",33,8
"PDPN",21,4
"PDRG1",2,2
"PDS5A",4,1
"PDS5B",6,2
"PDSS1",2,6
"PDSS2",4,5
"PDX1",37,6
"PDXDC1",1,3
"PDXK",4,9
"PDXP",9,7
"PDYN",3,3
"PDZD11",1,2
"PDZD2",1,0
"PDZD7",7,2
"PDZD8",5,3
"PDZK1",8,6
"PDZK1P1",1,2
"PDZRN3",2,3
"PEA15",5,1
"PEAK1",6,4
"PEAR1",4,2
"PEBP1",2,7
"PECR",2,2
"PEF1",6,8
"PEG10",7,5
"PEG3",5,4
"PELI1",19,3
"PELI2",5,3
"PELI3",5,2
"PELO",14,4
"PELP1",3,4
"PEMT",5,3
"PENK",31,4
"PEPD",4,6
"PER1",19,9
"PER2",25,4
"PER3",5,5
"PERP",12,1
"PES1",6,3
"PET100",1,1
"PET117",1,0
"PEX1",6,6
"PEX10",8,4
"PEX11A",6,2
"PEX11B",4,3
"PEX11G",2,1
"PEX12",10,5
"PEX13",9,2
"PEX14",12,8
"PEX16",8,1
"PEX19",9,5
"PEX2",13,4
"PEX26",3,4
"PEX3",2,3
"PEX5",21,7
"PEX5L",2,4
"PEX6",7,6
"PEX7",7,4
"PF4",24,6
"PF4V1",5,4
"PFAS",9,3
"PFDN1",3,4
"PFDN2",5,4
"PFDN4",3,4
"PFDN5",10,4
"PFDN6",5,4
"PFKFB1",13,7
"PFKFB2",8,5
"PFKFB3",7,4
"PFKFB4",3,4
"PFKL",7,8
"PFKM",12,8
"PFKP",5,7
"PFN1",16,10
"PFN2",14,5
"PFN3",3,2
"PFN4",6,2
"PGA3",2,1
"PGA4",2,2
"PGA5",2,1
"PGAM1",2,6
"PGAM2",7,6
"PGAM4",2,4
"PGAM5",4,6
"PGAP1",8,2
"PGAP2",1,1
"PGAP3",2,2
"PGBD1",1,4
"PGBD5",1,2
"PGC",3,1
"PGD",4,2
"PGF",12,5
"PGGT1B",1,4
"PGK1",8,5
"PGK2",5,4
"PGLS",3,2
"PGLYRP1",13,7
"PGLYRP2",11,5
"PGLYRP3",11,6
"PGLYRP4",8,5
"PGM1",5,3
"PGM2",4,4
"PGM2L1",1,3
"PGM3",7,2
"PGM5",4,2
"PGP",3,6
"PGPEP1",2,2
"PGPEP1L",1,1
"PGR",17,16
"PGRMC1",3,6
"PGRMC2",3,5
"PGS1",3,3
"PHACTR1",7,3
"PHACTR2",1,3
"PHACTR3",1,3
"PHACTR4",9,3
"PHAX",3,4
"PHB2",29,7
"PHC1",4,5
"PHC2",2,6
"PHC3",1,5
"PHEX",15,3
"PHF1",2,8
"PHF10",12,5
"PHF12",2,5
"PHF13",6,5
"PHF14",11,4
"PHF19",4,5
"PHF2",7,8
"PHF20",3,3
"PHF20L1",3,3
"PHF21A",2,4
"PHF23",4,2
"PHF3",1,2
"PHF5A",4,4
"PHF6",2,11
"PHF8",8,14
"PHGDH",13,5
"PHIP",13,3
"PHKA1",3,3
"PHKA2",4,3
"PHKB",2,2
"PHKG1",5,7
"PHKG2",6,7
"PHLDA1",3,2
"PHLDA2",9,2
"PHLDA3",4,6
"PHLDB1",4,1
"PHLDB2",11,2
"PHLPP1",9,4
"PHLPP2",2,4
"PHOSPHO1",4,6
"PHOX2A",11,6
"PHOX2B",35,5
"PHPT1",8,5
"PHRF1",1,3
"PHYH",5,5
"PHYHIP",1,2
"PI15",2,1
"PI16",2,2
"PI3",5,3
"PI4K2A",5,5
"PI4K2B",5,2
"PI4KA",7,5
"PI4KAP2",2,1
"PI4KB",8,4
"PIANP",10,2
"PIAS1",17,11
"PIAS2",5,8
"PIAS3",8,5
"PIAS4",18,8
"PIBF1",13,2
"PICALM",32,11
"PICK1",15,11
"PID1",20,1
"PIEZO1",8,4
"PIEZO2",7,3
"PIF1",8,9
"PIGA",2,3
"PIGB",2,3
"PIGC",1,2
"PIGF",1,3
"PIGG",1,3
"PIGH",2,2
"PIGK",2,4
"PIGL",1,1
"PIGM",1,4
"PIGN",1,1
"PIGO",1,1
"PIGP",1,2
"PIGQ",2,1
"PIGR",6,3
"PIGS",1,1
"PIGT",3,1
"PIGU",3,2
"PIGV",1,4
"PIGW",3,2
"PIGX",1,0
"PIGY",1,2
"PIGZ",1,2
"PIH1D1",12,6
"PIH1D2",3,2
"PIK3AP1",6,4
"PIK3C2A",16,6
"PIK3C2B",8,5
"PIK3C2G",7,5
"PIK3C3",21,6
"PIK3CA",50,10
"PIK3CB",34,8
"PIK3CD",37,6
"PIK3CG",42,11
"PIK3IP1",1,4
"PIK3R1",40,19
"PIK3R2",17,7
"PIK3R3",11,4
"PIK3R4",15,6
"PIK3R5",6,2
"PIK3R6",7,3
"PIKFYVE",19,10
"PILRA",1,2
"PILRB",2,2
"PIM1",21,9
"PIM2",14,5
"PIM3",6,5
"PIN1",23,12
"PIN4",1,6
"PINK1",71,15
"PINX1",12,4
"PIP",5,5
"PIP4K2A",9,5
"PIP4K2B",8,6
"PIP4K2C",6,5
"PIP5K1A",17,7
"PIP5K1B",4,6
"PIP5K1C",13,4
"PIP5KL1",6,2
"PIPOX",2,4
"PIPSL",1,1
"PIR",3,4
"PIRT",3,3
"PISD",5,2
"PITHD1",6,0
"PITPNA",5,8
"PITPNB",5,7
"PITPNC1",3,6
"PITPNM1",7,8
"PITPNM2",3,7
"PITPNM3",3,6
"PITRM1",3,5
"PITX1",10,7
"PITX2",19,13
"PITX3",16,3
"PIWIL1",10,8
"PIWIL2",16,5
"PIWIL3",6,2
"PIWIL4",10,2
"PJA1",1,3
"PJA2",10,6
"PKD1",46,9
"PKD1L1",5,2
"PKD1L2",2,3
"PKD1L3",6,6
"PKD2",58,23
"PKD2L1",13,14
"PKD2L2",3,2
"PKDCC",13,3
"PKDREJ",3,2
"PKHD1",24,2
"PKHD1L1",2,1
"PKIA",5,3
"PKIB",3,2
"PKIG",3,2
"PKLR",11,7
"PKM",9,13
"PKMYT1",9,8
"PKN1",18,14
"PKN2",13,12
"PKN3",4,7
"PKNOX1",7,6
"PKNOX2",1,6
"PKP1",15,7
"PKP2",19,10
"PKP3",14,7
"PKP4",6,2
"PLA1A",4,2
"PLA2G10",33,7
"PLA2G12A",4,4
"PLA2G12B",5,2
"PLA2G15",10,9
"PLA2G1B",28,6
"PLA2G2A",16,4
"PLA2G2C",4,4
"PLA2G2D",9,6
"PLA2G2E",6,5
"PLA2G2F",11,5
"PLA2G3",29,2
"PLA2G4A",19,11
"PLA2G4B",8,6
"PLA2G4C",10,9
"PLA2G4D",4,4
"PLA2G4E",4,12
"PLA2G4F",6,5
"PLA2G5",17,4
"PLA2G6",11,10
"PLA2G7",9,5
"PLA2R1",10,3
"PLAA",15,3
"PLAC1",1,1
"PLAC8",9,1
"PLAG1",8,5
"PLAGL1",5,7
"PLAGL2",6,6
"PLAT",13,4
"PLAU",21,2
"PLAUR",16,6
"PLB1",10,6
"PLBD1",1,1
"PLBD2",1,2
"PLCB1",43,10
"PLCB2",8,6
"PLCB3",8,8
"PLCB4",6,4
"PLCD1",5,7
"PLCD3",5,2
"PLCD4",4,5
"PLCE1",13,7
"PLCG1",19,10
"PLCG2",55,8
"PLCH1",4,3
"PLCH2",5,2
"PLCL1",5,2
"PLCL2",8,4
"PLCXD1",1,1
"PLCXD2",2,1
"PLCXD3",2,2
"PLCZ1",6,5
"PLD1",10,3
"PLD2",7,3
"PLD3",5,3
"PLD4",7,1
"PLD6",7,5
"PLEC",32,9
"PLEK",24,4
"PLEK2",3,3
"PLEKHA1",17,5
"PLEKHA2",1,6
"PLEKHA3",4,3
"PLEKHA4",2,6
"PLEKHA5",2,5
"PLEKHA7",4,2
"PLEKHA8",7,7
"PLEKHA8P1",3,3
"PLEKHB1",2,1
"PLEKHB2",1,2
"PLEKHF1",7,6
"PLEKHF2",3,3
"PLEKHG1",1,2
"PLEKHG2",1,3
"PLEKHG3",3,3
"PLEKHG4",2,2
"PLEKHG4B",3,2
"PLEKHG5",5,2
"PLEKHG6",1,3
"PLEKHG7",1,2
"PLEKHH2",1,2
"PLEKHJ1",3,1
"PLEKHM1",6,2
"PLEKHM2",4,2
"PLEKHM3",1,1
"PLEKHN1",3,5
"PLEKHO1",5,1
"PLEKHO2",1,1
"PLG",20,12
"PLGRKT",3,1
"PLIN1",3,2
"PLIN2",7,1
"PLIN3",5,2
"PLIN5",13,3
"PLK1",47,10
"PLK2",21,5
"PLK3",23,5
"PLK4",6,5
"PLK5",8,2
"PLLP",2,3
"PLN",30,6
"PLOD1",4,4
"PLOD2",5,3
"PLOD3",13,8
"PLP1",12,5
"PLP2",4,3
"PLRG1",3,1
"PLS1",9,3
"PLS3",3,2
"PLSCR1",19,15
"PLSCR2",1,3
"PLSCR4",2,6
"PLSCR5",1,1
"PLTP",11,21
"PLVAP",5,2
"PLXDC1",2,1
"PLXNA1",13,1
"PLXNA2",12,3
"PLXNA3",20,2
"PLXNA4",22,2
"PLXNB1",16,6
"PLXNB2",16,3
"PLXNB3",14,5
"PLXNC1",8,3
"PLXND1",18,3
"PM20D1",8,5
"PM20D2",2,4
"PMAIP1",23,1
"PMCH",6,2
"PMCHL2",4,3
"PMEL",3,2
"PMEPA1",3,4
"PMF1",5,3
"PMFBP1",6,1
"PML",61,14
"PMM1",4,3
"PMM2",8,3
"PMP2",2,3
"PMP22",8,1
"PMPCA",1,3
"PMPCB",2,2
"PMS1",2,7
"PMS2",6,9
"PMS2P1",2,3
"PMS2P11",1,1
"PMS2P3",3,3
"PMS2P5",1,2
"PMVK",5,3
"PNCK",2,4
"PNKD",5,3
"PNKP",12,8
"PNLDC1",7,4
"PNLIP",5,4
"PNLIPRP1",1,3
"PNLIPRP2",6,6
"PNLIPRP3",1,1
"PNMA1",2,1
"PNMA2",1,1
"PNMA3",1,3
"PNMA5",1,2
"PNMT",3,2
"PNN",2,4
"PNO1",1,2
"PNOC",7,4
"PNP",17,7
"PNPLA1",4,4
"PNPLA2",11,8
"PNPLA3",13,10
"PNPLA4",4,7
"PNPLA5",2,2
"PNPLA6",2,1
"PNPLA7",1,1
"PNPLA8",12,4
"PNPO",3,5
"PNPT1",26,8
"PNRC1",1,1
"PNRC2",2,1
"POC1A",1,1
"POC1B",9,1
"POC5",1,1
"PODN",2,3
"PODXL",9,1
"PODXL2",1,2
"POF1B",4,2
"POFUT1",11,2
"POFUT2",7,1
"POGK",1,2
"POGLUT1",10,5
"POGZ",5,3
"POLA1",11,9
"POLA2",4,3
"POLB",21,10
"POLD1",12,10
"POLD2",5,2
"POLD3",8,3
"POLD4",3,2
"POLDIP2",8,2
"POLDIP3",2,4
"POLE",10,8
"POLE2",4,3
"POLE3",10,4
"POLE4",2,4
"POLG",7,8
"POLG2",5,6
"POLH",10,4
"POLI",4,4
"POLK",6,3
"POLL",7,5
"POLM",3,4
"POLN",5,4
"POLQ",12,13
"POLR1A",2,8
"POLR1B",5,7
"POLR1C",2,6
"POLR1D",2,5
"POLR1E",4,3
"POLR2A",5,13
"POLR2B",2,10
"POLR2C",1,4
"POLR2D",2,3
"POLR2E",4,6
"POLR2F",3,4
"POLR2G",5,4
"POLR2H",3,4
"POLR2I",4,4
"POLR2J",1,6
"POLR2J2",1,3
"POLR2J3",1,4
"POLR2K",4,6
"POLR2L",4,7
"POLR2M",2,2
"POLR3A",5,8
"POLR3B",5,6
"POLR3C",6,3
"POLR3D",5,2
"POLR3E",3,0
"POLR3F",6,4
"POLR3G",7,3
"POLR3GL",1,1
"POLR3H",5,3
"POLR3K",4,5
"POLRMT",3,7
"POM121",4,3
"POM121B",3,2
"POM121C",3,3
"POM121L2",2,2
"POM121L4P",1,2
"POMC",20,7
"POMGNT1",10,5
"POMGNT2",3,3
"POMK",7,5
"POMP",1,1
"POMT1",4,4
"POMT2",5,3
"POMZP3",1,1
"PON1",7,6
"PON2",2,5
"PON3",7,5
"POP1",3,4
"POP4",2,3
"POP5",2,3
"POP7",3,4
"POPDC2",6,2
"POPDC3",5,3
"POR",6,5
"PORCN",7,3
"POSTN",19,5
"POT1",15,9
"POTEE",4,4
"POTEF",3,3
"POTEI",3,3
"POTEJ",3,2
"POTEKP",3,3
"POU1F1",6,8
"POU2AF1",5,5
"POU2F1",4,8
"POU2F2",5,7
"POU2F3",6,7
"POU3F1",7,5
"POU3F2",20,8
"POU3F3",17,6
"POU3F4",5,5
"POU4F1",35,11
"POU4F2",30,7
"POU4F3",11,6
"POU5F1",18,13
"POU5F1B",2,3
"POU5F2",1,3
"POU6F1",5,7
"POU6F2",4,4
"PP2D1",2,1
"PPA1",1,2
"PPA2",3,4
"PPAN",2,2
"PPARA",50,22
"PPARD",47,13
"PPARG",71,29
"PPARGC1A",33,13
"PPARGC1B",15,5
"PPAT",7,4
"PPBP",9,5
"PPCDC",1,4
"PPCS",3,4
"PPDPF",3,0
"PPEF1",2,6
"PPEF2",7,9
"PPFIA1",7,1
"PPFIA2",8,3
"PPFIA3",4,1
"PPFIA4",1,1
"PPFIBP1",3,2
"PPFIBP2",1,3
"PPHLN1",5,2
"PPIA",27,8
"PPIAL4A",2,2
"PPIAL4C",2,2
"PPIAL4D",2,2
"PPIAL4E",2,2
"PPIAL4F",2,2
"PPIAL4G",2,2
"PPIB",9,7
"PPIC",2,3
"PPID",13,8
"PPIE",5,6
"PPIF",20,4
"PPIG",3,4
"PPIH",5,4
"PPIL1",4,3
"PPIL2",6,3
"PPIL3",3,2
"PPIL4",1,3
"PPIL6",1,2
"PPIP5K1",4,7
"PPIP5K2",5,8
"PPL",4,4
"PPM1A",17,7
"PPM1B",9,5
"PPM1D",12,6
"PPM1E",6,4
"PPM1F",21,6
"PPM1G",4,4
"PPM1H",2,5
"PPM1J",2,3
"PPM1K",4,5
"PPM1L",5,3
"PPM1M",2,3
"PPM1N",3,4
"PPME1",2,9
"PPOX",6,2
"PPP1CA",17,10
"PPP1CB",8,7
"PPP1CC",13,12
"PPP1R10",4,6
"PPP1R11",4,6
"PPP1R12A",10,6
"PPP1R12B",3,5
"PPP1R12C",2,4
"PPP1R13B",3,2
"PPP1R13L",13,4
"PPP1R14A",1,1
"PPP1R14B",2,2
"PPP1R14C",1,1
"PPP1R14D",1,1
"PPP1R15A",9,4
"PPP1R15B",6,2
"PPP1R16B",6,4
"PPP1R17",3,1
"PPP1R1A",2,2
"PPP1R1B",10,5
"PPP1R1C",2,2
"PPP1R2",4,4
"PPP1R26",1,2
"PPP1R2P1",3,1
"PPP1R35",4,3
"PPP1R36",1,2
"PPP1R3A",2,2
"PPP1R3B",4,5
"PPP1R3C",3,6
"PPP1R3D",3,4
"PPP1R3E",3,3
"PPP1R3F",2,3
"PPP1R3G",4,2
"PPP1R8",4,8
"PPP1R9A",4,2
"PPP1R9B",37,8
"PPP2CA",21,9
"PPP2CB",15,6
"PPP2R1A",15,5
"PPP2R1B",3,2
